PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
456,Chuck,Person,Chuck Person,"Person, Chuck",C. Person,chuck-person,1964-06-27T00:00:00,Auburn,USA,Auburn/USA,6-8,241.0,13,45.0,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,chuck_person,1986.0,1999.0,N,Y,Y,1986,1,4,N
78440,Kenny,Walker,Kenny Walker,"Walker, Kenny",K. Walker,kenny-walker,1964-08-18T00:00:00,Kentucky,USA,Kentucky/USA,6-8,210.0,7,15.0,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_kenny_walker,1986.0,1994.0,N,Y,Y,1986,1,5,N
76138,William,Bedford,William Bedford,"Bedford, William",W. Bedford,william-bedford,1963-12-14T00:00:00,Memphis,USA,Memphis/USA,7-0,225.0,6,0.0,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_william_bedford,1986.0,1992.0,N,Y,Y,1986,1,6,N
78293,Roy,Tarpley,Roy Tarpley,"Tarpley, Roy",R. Tarpley,roy-tarpley,1964-11-28T00:00:00,Michigan,USA,Michigan/USA,7-0,230.0,6,42.0,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,HISTADD_roy_tarpley,1986.0,1994.0,N,Y,Y,1986,1,7,N
166,Ron,Harper,Ron Harper,"Harper, Ron",R. Harper,ron-harper,1964-01-20T00:00:00,Miami (Ohio),USA,Miami (Ohio)/USA,6-6,215.0,15,4.0,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,ron_harper,1986.0,2000.0,N,Y,Y,1986,1,8,N
78110,Brad,Sellers,Brad Sellers,"Sellers, Brad",B. Sellers,brad-sellers,1962-12-17T00:00:00,Ohio State,USA,Ohio State/USA,7-0,210.0,6,4.0,Forward,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,HISTADD_brad_sellers,1986.0,1992.0,N,Y,Y,1986,1,9,N
1008,Johnny,Dawkins,Johnny Dawkins,"Dawkins, Johnny",J. Dawkins,johnny-dawkins,1963-09-28T00:00:00,Duke,USA,Duke/USA,6-2,165.0,9,12.0,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,johnny_dawkins,1986.0,1994.0,N,Y,Y,1986,1,10,N
764,David,Robinson,David Robinson,"Robinson, David",D. Robinson,david-robinson,1965-08-06T00:00:00,Navy,USA,Navy/USA,7-1,250.0,14,50.0,Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,david_robinson,1989.0,2002.0,N,Y,Y,1987,1,1,Y
288,Armen,Gilliam,Armen Gilliam,"Gilliam, Armen",A. Gilliam,armen-gilliam,1964-05-28T00:00:00,UNLV,USA,UNLV/USA,6-9,260.0,12,5.0,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,armen_gilliam,1987.0,1999.0,N,Y,Y,1987,1,2,N
77054,Dennis,Hopson,Dennis Hopson,"Hopson, Dennis",D. Hopson,dennis-hopson,1965-04-22T00:00:00,Ohio State,USA,Ohio State/USA,6-5,200.0,5,20.0,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_dennis_hopson,1987.0,1991.0,N,Y,Y,1987,1,3,N
199,Reggie,Williams,Reggie Williams,"Williams, Reggie",R. Williams,reggie-williams,1964-03-05T00:00:00,Georgetown,USA,Georgetown/USA,,,10,,,Inactive,N,0,,,,,reggie_williams,1987.0,1996.0,N,Y,Y,1987,1,4,N
937,Scottie,Pippen,Scottie Pippen,"Pippen, Scottie",S. Pippen,scottie-pippen,1965-09-25T00:00:00,Central Arkansas,USA,Central Arkansas/USA,6-8,228.0,18,33.0,Forward-Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,scottie_pippen,1987.0,2003.0,N,Y,Y,1987,1,5,Y
181,Kenny,Smith,Kenny Smith,"Smith, Kenny",K. Smith,kenny-smith,1965-03-08T00:00:00,North Carolina,USA,North Carolina/USA,6-3,170.0,10,30.0,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,kenny_smith,1987.0,1996.0,N,Y,Y,1987,1,6,N
134,Kevin,Johnson,Kevin Johnson,"Johnson, Kevin",K. Johnson,kevin-johnson,1966-03-04T00:00:00,California,USA,California/USA,6-1,190.0,12,7.0,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,kevin_johnson,1987.0,1999.0,N,Y,Y,1987,1,7,N
178,Olden,Polynice,Olden Polynice,"Polynice, Olden",O. Polynice,olden-polynice,1964-11-21T00:00:00,Virginia,USA,Virginia/USA,6-10,250.0,15,,Center-Forward,Inactive,N,0,,,,,olden_polynice,1987.0,2003.0,N,Y,Y,1987,1,8,N
365,Derrick,McKey,Derrick McKey,"McKey, Derrick",D. McKey,derrick-mckey,1966-10-10T00:00:00,Alabama,USA,Alabama/USA,6-10,241.0,15,9.0,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,derrick_mckey,1987.0,2001.0,N,Y,Y,1987,1,9,N
270,Horace,Grant,Horace Grant,"Grant, Horace",H. Grant,horace-grant,1965-07-04T00:00:00,Clemson,USA,Clemson/USA,6-10,245.0,18,54.0,Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,horace_grant,1987.0,2003.0,N,Y,Y,1987,1,10,N
330,Danny,Manning,Danny Manning,"Manning, Danny",D. Manning,danny-manning,1966-05-17T00:00:00,Kansas,USA,Kansas/USA,6-10,234.0,16,,Forward-Center,Inactive,N,0,,,,,danny_manning,1988.0,2002.0,N,Y,Y,1988,1,1,N
22,Rik,Smits,Rik Smits,"Smits, Rik",R. Smits,rik-smits,1966-08-23T00:00:00,Marist,USA,Marist/USA,7-4,265.0,12,45.0,Center,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,rik_smits,1988.0,1999.0,N,Y,Y,1988,1,2,N
293,Charles,Smith,Charles Smith,"Smith, Charles",C. Smith,charles-smith,1965-07-16T00:00:00,Pittsburgh,USA,Pittsburgh/USA,6-10,244.0,9,54.0,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,charles_smith,1988.0,1996.0,N,Y,Y,1988,1,3,N
356,Chris,Morris,Chris Morris,"Morris, Chris",C. Morris,chris-morris,1966-01-20T00:00:00,Auburn,USA,Auburn/USA,6-8,228.0,11,34.0,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,chris_morris,1988.0,1998.0,N,Y,Y,1988,1,4,N
782,Mitch,Richmond,Mitch Richmond,"Richmond, Mitch",M. Richmond,mitch-richmond,1965-06-30T00:00:00,Kansas State,USA,Kansas State/USA,6-5,220.0,14,2.0,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,mitch_richmond,1988.0,2001.0,N,Y,Y,1988,1,5,N
765,Hersey,Hawkins,Hersey Hawkins,"Hawkins, Hersey",H. Hawkins,hersey-hawkins,1966-09-29T00:00:00,Bradley,USA,Bradley/USA,6-3,200.0,13,33.0,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,hersey_hawkins,1988.0,2000.0,N,Y,Y,1988,1,6,N
897,Tim,Perry,Tim Perry,"Perry, Tim",T. Perry,tim-perry,1965-06-04T00:00:00,Temple,USA,Temple/USA,6-9,200.0,8,,Forward,Inactive,N,0,,,,,tim_perry,1988.0,1995.0,N,Y,Y,1988,1,7,N
364,Rex,Chapman,Rex Chapman,"Chapman, Rex",R. Chapman,rex-chapman,1967-10-05T00:00:00,Kentucky,USA,Kentucky/USA,6-4,185.0,12,,Guard,Inactive,N,0,,,,,rex_chapman,1988.0,1999.0,N,Y,Y,1988,1,8,N
938,Rony,Seikaly,Rony Seikaly,"Seikaly, Rony",R. Seikaly,rony-seikaly,1965-05-10T00:00:00,Syracuse,USA,Syracuse/USA,6-11,253.0,11,2.0,Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,rony_seikaly,1988.0,1998.0,N,Y,Y,1988,1,9,N
335,Willie,Anderson,Willie Anderson,"Anderson, Willie",W. Anderson,willie-anderson,1967-01-08T00:00:00,Georgia,USA,Georgia/USA,6-8,200.0,8,35.0,Guard-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,willie_anderson,1988.0,1996.0,N,Y,Y,1988,1,10,N
442,Pervis,Ellison,Pervis Ellison,"Ellison, Pervis",P. Ellison,pervis-ellison,1967-04-03T00:00:00,Louisville,USA,Louisville/USA,,,11,,Center,Inactive,N,0,,,,,pervis_ellison,1989.0,2000.0,N,Y,Y,1989,1,1,N
198,Danny,Ferry,Danny Ferry,"Ferry, Danny",D. Ferry,danny-ferry,1966-10-17T00:00:00,Duke,USA,Duke/USA,6-10,235.0,14,35.0,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,danny_ferry,1990.0,2002.0,N,Y,Y,1989,1,2,N
251,Sean,Elliott,Sean Elliott,"Elliott, Sean",S. Elliott,sean-elliott,1968-02-02T00:00:00,Arizona,USA,Arizona/USA,6-8,220.0,12,32.0,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,sean_elliott,1989.0,2000.0,N,Y,Y,1989,1,3,N
779,Glen,Rice,Glen Rice,"Rice, Glen",G. Rice,glen-rice,1967-05-28T00:00:00,Michigan,USA,Michigan/USA,6-8,228.0,15,,Forward-Guard,Inactive,N,0,,,,,glen_rice,1989.0,2003.0,N,Y,Y,1989,1,4,N
462,J.R.,Reid,J.R. Reid,"Reid, J.R.",J. Reid,jr-reid,1968-03-31T00:00:00,North Carolina,USA,North Carolina/USA,,,11,,Forward,Inactive,N,0,,,,,j.r._reid,1989.0,2000.0,N,Y,Y,1989,1,5,N
351,Stacey,King,Stacey King,"King, Stacey",S. King,stacey-king,1967-01-29T00:00:00,Oklahoma,USA,Oklahoma/USA,6-11,250.0,8,33.0,Forward-Center,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,stacey_king,1989.0,1996.0,N,Y,Y,1989,1,6,N
45,George,McCloud,George McCloud,"McCloud, George",G. McCloud,george-mccloud,1967-05-27T00:00:00,Florida State,USA,Florida State/USA,6-8,230.0,13,21.0,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,george_mccloud,1989.0,2002.0,N,Y,Y,1989,1,7,N
1839,Randy,White,Randy White,"White, Randy",R. White,randy-white,1967-11-04T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-8,240.0,5,52.0,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,randy_white,1989.0,1993.0,N,Y,Y,1989,1,8,N
67,Tom,Hammonds,Tom Hammonds,"Hammonds, Tom",T. Hammonds,tom-hammonds,1967-03-27T00:00:00,Georgia Tech,USA,Georgia Tech/USA,,,12,,Forward,Inactive,N,0,,,,,tom_hammonds,1989.0,2000.0,N,Y,Y,1989,1,9,N
71,Pooh,Richardson,Pooh Richardson,"Richardson, Pooh",P. Richardson,pooh-richardson,1966-05-14T00:00:00,UCLA,USA,UCLA/USA,6-1,180.0,10,,Guard,Inactive,N,0,,,,,pooh_richardson,1989.0,1998.0,N,Y,Y,1989,1,10,N
934,Derrick,Coleman,Derrick Coleman,"Coleman, Derrick",D. Coleman,derrick-coleman,1967-06-21T00:00:00,Syracuse,USA,Syracuse/USA,6-10,270.0,15,,Forward,Inactive,N,0,,,,,derrick_coleman,1990.0,2004.0,N,Y,Y,1990,1,1,N
56,Gary,Payton,Gary Payton,"Payton, Gary",G. Payton,gary-payton,1968-07-23T00:00:00,Oregon State,USA,Oregon State/USA,6-4,190.0,18,20.0,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,gary_payton,1990.0,2006.0,N,Y,Y,1990,1,2,Y
51,Mahmoud,Abdul-Rauf,Mahmoud Abdul-Rauf,"Abdul-Rauf, Mahmoud",M. Abdul-Rauf,mahmoud-abdul-rauf,1969-03-09T00:00:00,Louisiana State,USA,Louisiana State/USA,6-1,162.0,9,1.0,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,mahmoud_abdul-rauf,1990.0,2000.0,N,Y,Y,1990,1,3,N
192,Dennis,Scott,Dennis Scott,"Scott, Dennis",D. Scott,dennis-scott,1968-09-05T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-8,229.0,10,9.0,Forward,Inactive,N,1610612753,Magic,ORL,magic,Orlando,dennis_scott,1990.0,1999.0,N,Y,Y,1990,1,4,N
383,Kendall,Gill,Kendall Gill,"Gill, Kendall",K. Gill,kendall-gill,1968-05-25T00:00:00,Illinois,USA,Illinois/USA,6-5,216.0,15,,Guard,Inactive,N,0,,,,,kendall_gill,1990.0,2004.0,N,Y,Y,1990,1,5,N
280,Felton,Spencer,Felton Spencer,"Spencer, Felton",F. Spencer,felton-spencer,1968-01-05T00:00:00,Louisville,USA,Louisville/USA,7-0,290.0,12,50.0,Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,felton_spencer,1990.0,2001.0,N,Y,Y,1990,1,6,N
1489,Lionel,Simmons,Lionel Simmons,"Simmons, Lionel",L. Simmons,lionel-simmons,1968-11-14T00:00:00,La Salle,USA,La Salle/USA,6-7,210.0,7,22.0,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,lionel_simmons,1990.0,1996.0,N,Y,Y,1990,1,7,N
77260,Bo,Kimble,Bo Kimble,"Kimble, Bo",B. Kimble,bo-kimble,1966-04-09T00:00:00,Loyola-Marymount,USA,Loyola-Marymount/USA,6-4,190.0,3,16.0,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,HISTADD_bo_kimble,1990.0,1992.0,N,Y,Y,1990,1,8,N
416,Willie,Burton,Willie Burton,"Burton, Willie",W. Burton,willie-burton,1968-05-26T00:00:00,Minnesota,USA,Minnesota/USA,6-8,210.0,8,,Forward,Inactive,N,0,,,,,willie_burton,1990.0,1998.0,N,Y,Y,1990,1,9,N
716,Rumeal,Robinson,Rumeal Robinson,"Robinson, Rumeal",R. Robinson,rumeal-robinson,1966-11-13T00:00:00,Michigan,USA,Michigan/USA,6-2,195.0,6,20.0,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,rumeal_robinson,1990.0,1996.0,N,Y,Y,1990,1,10,N
913,Larry,Johnson,Larry Johnson,"Johnson, Larry",L. Johnson,larry-johnson,1969-03-14T00:00:00,UNLV,USA,UNLV/USA,6-7,235.0,10,2.0,Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,larry_johnson,1991.0,2000.0,N,Y,Y,1991,1,1,N
72,Kenny,Anderson,Kenny Anderson,"Anderson, Kenny",K. Anderson,kenny-anderson,1970-10-09T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-1,168.0,14,,Guard,Inactive,N,0,,,,,kenny_anderson,1991.0,2004.0,N,Y,Y,1991,1,2,N
182,Billy,Owens,Billy Owens,"Owens, Billy",B. Owens,billy-owens,1969-05-01T00:00:00,Syracuse,USA,Syracuse/USA,6-9,225.0,11,2.0,Forward-Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,billy_owens,1991.0,2002.0,N,Y,Y,1991,1,3,N
87,Dikembe,Mutombo,Dikembe Mutombo,"Mutombo, Dikembe",D. Mutombo,dikembe-mutombo,1966-06-25T00:00:00,Georgetown,Congo,Georgetown/Congo,7-2,260.0,19,55.0,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,dikembe_mutombo,1991.0,2008.0,N,Y,Y,1991,1,4,N
120,Steven,Smith,Steven Smith,"Smith, Steven",S. Smith,steven-smith,1969-03-31T00:00:00,Michigan State,USA,Michigan State/USA,6-8,221.0,15,8.0,Guard-Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,steven_smith,1991.0,2004.0,N,Y,Y,1991,1,5,N
475,Doug,Smith,Doug Smith,"Smith, Doug",D. Smith,doug-smith,1969-09-17T00:00:00,Missouri,USA,Missouri/USA,6-10,220.0,5,34.0,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,doug_smith,1991.0,1995.0,N,Y,Y,1991,1,6,N
26,Luc,Longley,Luc Longley,"Longley, Luc",L. Longley,luc-longley,1969-01-19T00:00:00,New Mexico,USA,New Mexico/USA,,,10,,Center,Inactive,N,0,,,,,luc_longley,1991.0,2000.0,N,Y,Y,1991,1,7,N
1855,Mark,Macon,Mark Macon,"Macon, Mark",M. Macon,mark-macon,1969-04-14T00:00:00,Temple,USA,Temple/USA,6-4,185.0,6,,Guard,Inactive,N,0,,,,,mark_macon,1991.0,1998.0,N,Y,Y,1991,1,8,N
278,Stacey,Augmon,Stacey Augmon,"Augmon, Stacey",S. Augmon,stacey-augmon,1968-08-01T00:00:00,UNLV,USA,UNLV/USA,6-8,213.0,16,2.0,Forward-Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,stacey_augmon,1991.0,2005.0,N,Y,Y,1991,1,9,N
183,Bison,Dele,Bison Dele,"Dele, Bison",B. Dele,bison-dele,1969-04-06T00:00:00,Arizona,USA,Arizona/USA,6-11,260.0,8,8.0,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,bison_dele,1991.0,1998.0,N,Y,Y,1991,1,10,N
406,Shaquille,O'Neal,Shaquille O'Neal,"O'Neal, Shaquille",S. O'Neal,shaquille-oneal,1972-03-06T00:00:00,Louisiana State,USA,Louisiana State/USA,7-1,325.0,19,34.0,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,shaquille_o'neal,1992.0,2010.0,N,Y,Y,1992,1,1,Y
297,Alonzo,Mourning,Alonzo Mourning,"Mourning, Alonzo",A. Mourning,alonzo-mourning,1970-02-08T00:00:00,Georgetown,USA,Georgetown/USA,6-10,261.0,16,33.0,Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,alonzo_mourning,1992.0,2007.0,N,Y,Y,1992,1,2,N
363,Christian,Laettner,Christian Laettner,"Laettner, Christian",C. Laettner,christian-laettner,1969-08-17T00:00:00,Duke,USA,Duke/USA,6-11,245.0,14,44.0,Forward-Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,christian_laettner,1992.0,2004.0,N,Y,Y,1992,1,3,N
754,Jim,Jackson,Jim Jackson,"Jackson, Jim",J. Jackson,jim-jackson,1970-10-14T00:00:00,Ohio State,USA,Ohio State/USA,6-6,220.0,14,24.0,Forward-Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,jim_jackson,1992.0,2005.0,N,Y,Y,1992,1,4,N
111,LaPhonso,Ellis,LaPhonso Ellis,"Ellis, LaPhonso",L. Ellis,laphonso-ellis,1970-05-05T00:00:00,Notre Dame,USA,Notre Dame/USA,6-8,240.0,12,3.0,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,laphonso_ellis,1992.0,2002.0,N,Y,Y,1992,1,5,N
339,Tom,Gugliotta,Tom Gugliotta,"Gugliotta, Tom",T. Gugliotta,tom-gugliotta,1969-12-19T00:00:00,North Carolina State,USA,North Carolina State/USA,6-10,250.0,14,7.0,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,tom_gugliotta,1992.0,2004.0,N,Y,Y,1992,1,6,N
1005,Walt,Williams,Walt Williams,"Williams, Walt",W. Williams,walt-williams,1970-04-16T00:00:00,Maryland,USA,Maryland/USA,6-8,230.0,12,,Forward-Guard,Inactive,N,0,,,,,walt_williams,1992.0,2002.0,N,Y,Y,1992,1,7,N
103,Todd,Day,Todd Day,"Day, Todd",T. Day,todd-day,1970-01-07T00:00:00,Arkansas,USA,Arkansas/USA,,,8,,,Inactive,N,0,,,,,todd_day,1992.0,2000.0,N,Y,Y,1992,1,8,N
221,Clar.,Weatherspoon,Clar. Weatherspoon,"Weatherspoon, Clar.",C. Weatherspoon,clar-weatherspoon,1970-09-08T00:00:00,Southern Mississippi,USA,Southern Mississippi/USA,6-7,270.0,14,30.0,Forward,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,clar._weatherspoon,1992.0,2004.0,N,Y,Y,1992,1,9,N
228,Adam,Keefe,Adam Keefe,"Keefe, Adam",A. Keefe,adam-keefe,1970-02-22T00:00:00,Stanford,USA,Stanford/USA,6-9,230.0,9,32.0,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,adam_keefe,1992.0,2000.0,N,Y,Y,1992,1,10,N
185,Chris,Webber,Chris Webber,"Webber, Chris",C. Webber,chris-webber,1973-03-01T00:00:00,Michigan,USA,Michigan/USA,6-10,245.0,15,4.0,Forward-Center,Inactive,N,0,,,,,chris_webber,1993.0,2007.0,N,Y,Y,1993,1,1,N
762,Shawn,Bradley,Shawn Bradley,"Bradley, Shawn",S. Bradley,shawn-bradley,1972-03-22T00:00:00,Brigham Young,USA,Brigham Young/USA,7-6,275.0,13,44.0,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,shawn_bradley,1993.0,2004.0,N,Y,Y,1993,1,2,N
358,Anfernee,Hardaway,Anfernee Hardaway,"Hardaway, Anfernee",A. Hardaway,anfernee-hardaway,1971-07-18T00:00:00,Memphis State,USA,Memphis/USA,6-7,215.0,14,,Forward,Inactive,N,0,,,,,anfernee_hardaway,1993.0,2007.0,N,Y,Y,1993,1,3,N
469,Jamal,Mashburn,Jamal Mashburn,"Mashburn, Jamal",J. Mashburn,jamal-mashburn,1972-11-29T00:00:00,Kentucky,USA,Kentucky/USA,6-8,247.0,12,24.0,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,jamal_mashburn,1993.0,2003.0,N,Y,Y,1993,1,4,N
375,Isaiah,Rider,Isaiah Rider,"Rider, Isaiah",I. Rider,isaiah-rider,1971-03-12T00:00:00,UNLV,USA,UNLV/USA,,,9,,Guard,Inactive,N,0,,,,,isaiah_rider,1993.0,2001.0,N,Y,Y,1993,1,5,N
384,Calbert,Cheaney,Calbert Cheaney,"Cheaney, Calbert",C. Cheaney,calbert-cheaney,1971-07-17T00:00:00,Indiana,USA,Indiana/USA,6-7,210.0,13,40.0,Guard-Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,calbert_cheaney,1993.0,2005.0,N,Y,Y,1993,1,6,N
310,Bobby,Hurley,Bobby Hurley,"Hurley, Bobby",B. Hurley,bobby-hurley,1971-06-28T00:00:00,Duke,USA,Duke/USA,6-0,165.0,5,12.0,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,bobby_hurley,1993.0,1997.0,N,Y,Y,1993,1,7,N
452,Vin,Baker,Vin Baker,"Baker, Vin",V. Baker,vin-baker,1971-11-23T00:00:00,Hartford,USA,Hartford/USA,6-11,240.0,13,34.0,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,vin_baker,1993.0,2005.0,N,Y,Y,1993,1,8,N
915,Rodney,Rogers,Rodney Rogers,"Rogers, Rodney",R. Rogers,rodney-rogers,1971-06-20T00:00:00,Wake Forest,USA,Wake Forest/USA,6-7,270.0,13,54.0,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,rodney_rogers,1993.0,2004.0,N,Y,Y,1993,1,9,N
283,Lindsey,Hunter,Lindsey Hunter,"Hunter, Lindsey",L. Hunter,lindsey-hunter,1970-12-03T00:00:00,Jackson State,USA,Jackson State/USA,6-2,195.0,17,,Guard,Inactive,N,0,,,,,lindsey_hunter,1993.0,2009.0,N,Y,Y,1993,1,10,N
299,Glenn,Robinson,Glenn Robinson,"Robinson, Glenn",G. Robinson,glenn-robinson,1973-01-10T00:00:00,Purdue,USA,Purdue/USA,6-7,240.0,12,3.0,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,glenn_robinson,1994.0,2004.0,N,Y,Y,1994,1,1,N
467,Jason,Kidd,Jason Kidd,"Kidd, Jason",J. Kidd,jason-kidd,1973-03-23T00:00:00,California,USA,California/USA,6-4,210.0,19,5.0,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,jason_kidd,1994.0,2012.0,N,Y,Y,1994,1,2,Y
255,Grant,Hill,Grant Hill,"Hill, Grant",G. Hill,grant-hill,1972-10-05T00:00:00,Duke,USA,Duke/USA,6-8,225.0,18,33.0,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,grant_hill,1994.0,2012.0,N,Y,Y,1994,1,3,N
923,Donyell,Marshall,Donyell Marshall,"Marshall, Donyell",D. Marshall,donyell-marshall,1973-05-18T00:00:00,Connecticut,USA,Connecticut/USA,6-9,245.0,16,8.0,Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,donyell_marshall,1994.0,2008.0,N,Y,Y,1994,1,4,N
436,Juwan,Howard,Juwan Howard,"Howard, Juwan",J. Howard,juwan-howard,1973-02-07T00:00:00,Michigan,USA,Michigan/USA,6-9,250.0,20,5.0,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,juwan_howard,1994.0,2012.0,N,Y,Y,1994,1,5,N
412,Sharone,Wright,Sharone Wright,"Wright, Sharone",S. Wright,sharone-wright,1973-01-30T00:00:00,Clemson,USA,Clemson/USA,6-11,260.0,4,,Center,Inactive,N,0,,,,,sharone_wright,1994.0,1997.0,N,Y,Y,1994,1,6,N
441,Lamond,Murray,Lamond Murray,"Murray, Lamond",L. Murray,lamond-murray,1973-04-20T00:00:00,California,USA,California/USA,6-7,235.0,11,31.0,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,lamond_murray,1994.0,2005.0,N,Y,Y,1994,1,7,N
258,Brian,Grant,Brian Grant,"Grant, Brian",B. Grant,brian-grant,1972-03-05T00:00:00,Xavier,USA,Xavier/USA,6-9,254.0,13,55.0,Forward-Center,Inactive,N,1610612748,Heat,MIA,heat,Miami,brian_grant,1994.0,2005.0,N,Y,Y,1994,1,8,N
376,Eric,Montross,Eric Montross,"Montross, Eric",E. Montross,eric-montross,1971-09-23T00:00:00,North Carolina,USA,North Carolina/USA,7-0,270.0,9,0.0,Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,eric_montross,1994.0,2002.0,N,Y,Y,1994,1,9,N
224,Eddie,Jones,Eddie Jones,"Jones, Eddie",E. Jones,eddie-jones,1971-10-20T00:00:00,Temple,USA,Temple/USA,6-6,200.0,15,6.0,Guard-Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,eddie_jones,1994.0,2007.0,N,Y,Y,1994,1,10,N
693,Joe,Smith,Joe Smith,"Smith, Joe",J. Smith,joe-smith,1975-07-26T00:00:00,Maryland,USA,Maryland/USA,6-10,225.0,17,1.0,Forward-Center,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,joe_smith,1995.0,2010.0,N,Y,Y,1995,1,1,N
686,Antonio,McDyess,Antonio McDyess,"McDyess, Antonio",A. McDyess,antonio-mcdyess,1974-09-07T00:00:00,Alabama,USA,Alabama/USA,6-9,245.0,16,34.0,Forward-Center,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,antonio_mcdyess,1995.0,2010.0,N,Y,Y,1995,1,2,N
